date,lat,lon,alt,epx,epy,apv,temperature,pressure,humidity,light,ir_light,uv_light,mq3,mq135,mq7,mq4
1433899399310,,,,,,,28.3,1006.16,,,,,30,58,81,48
1433899399516,,,,,,,28.3,1006.26,,,,,30,58,80,48
1433899399724,,,,,,,28.3,1006.16,,,,,29,58,81,48
1433899399930,,,,,,,28.3,1006.08,,,,,30,58,80,48
1433899400136,,,,,,,28.3,1006.1,,,,,30,58,81,48
1433899400344,,,,,,,28.3,1006.09,,,,,30,58,81,48
1433899400550,,,,,,,28.3,1006.03,,,,,30,58,81,48
1433899400757,,,,,,,28.3,1006.09,,,,,30,58,81,48
1433899400965,,,,,,,28.3,1006.04,,,,,30,58,81,48
1433899401171,,,,,,,28.3,1006.12,,,,,30,58,81,48
1433899401377,,,,,,,28.3,1006.14,,,,,30,58,81,48
1433899401585,,,,,,,28.4,1006.07,,,,,30,58,81,48
1433899401793,,,,,,,28.4,1006.15,,,,,30,58,81,48
1433899402002,,,,,,,28.4,1006.18,,,,,30,58,81,48
1433899402211,,,,,,,28.4,1006.16,,,,,30,58,81,48
1433899402421,,,,,,,28.4,1006.14,,,,,30,58,81,48
1433899402631,48.2457635,16.43067,180.3,18.825,37.527,,28.4,1006.08,,,,,30,58,81,48,213.9
1433899402838,48.2457635,16.43067,180.3,36.7,20.7,,28.4,1006.11,,,,,30,58,81,48,35.5
1433899403044,48.2457635,16.43067,180.3,36.7,20.7,,28.4,1006.11,,,,,30,58,81,48,35.5
1433899403251,48.2457635,16.43067,180.3,36.7,20.7,,28.4,1006.05,,,,,30,58,81,48,35.5
1433899403459,48.2457635,16.43067,180.3,36.7,20.7,,28.4,1006.18,,,,,30,58,81,48,35.5
1433899403667,48.245755667,16.430679667,178.9,26.6,17.7,,28.4,1006.16,,,,,30,58,81,48,28.1
1433899403876,48.245755667,16.430679667,178.9,26.6,17.7,,28.4,1006.16,,,,,30,58,81,48,28.1
1433899404083,48.245755667,16.430679667,178.9,26.6,17.7,,28.4,1006.2,,,,,30,58,81,48,28.1
1433899404291,48.245755667,16.430679667,178.9,26.6,17.7,,28.4,1006.15,,,,,30,59,81,48,28.1
1433899404498,48.245755667,16.430679667,178.9,26.6,17.7,,28.4,1006.15,,,,,30,59,81,48,28.1
1433899404706,48.245747333,16.430661,179.2,21.3,15.9,,28.4,1006.15,,,,,30,59,81,48,24.5
1433899404914,48.245747333,16.430661,179.2,21.3,15.9,,28.4,1006.1,,,,,30,59,81,48,24.5
1433899405122,48.245747333,16.430661,179.2,21.3,15.9,,28.4,1006.13,,,,,30,59,81,48,24.5
1433899405330,48.245747333,16.430661,179.2,21.3,15.9,,28.4,1006.1,,,,,30,59,81,48,24.5
1433899405538,48.245747333,16.430661,179.2,21.3,15.9,,28.4,1006.04,,,,,30,59,81,48,24.5
1433899405749,48.245754833,16.430668333,178.4,18.4,14.6,,28.4,1006.02,,,,,30,59,81,48,22.2
1433899405960,48.245754833,16.430668333,178.4,18.4,14.6,,28.4,1006.08,,,,,30,59,81,48,22.2
1433899406167,48.245754833,16.430668333,178.4,18.4,14.6,,28.5,1006.04,,,,,30,59,82,48,22.2
1433899406373,48.245754833,16.430668333,178.4,18.4,14.6,,28.5,1006.05,,,,,30,59,81,48,22.2
1433899406581,48.245754833,16.430668333,178.4,18.4,14.6,,28.5,1006.11,,,,,30,59,81,48,22.2
1433899406787,48.245757167,16.430678667,177,16.3,13.5,,28.5,1006.06,,,,,30,59,81,48,20.5
1433899406995,48.245757167,16.430678667,177,16.3,13.5,,28.5,1006.1,,,,,30,59,81,48,20.5
1433899407201,48.245757167,16.430678667,177,16.3,13.5,,28.5,1006.05,,,,,30,59,81,48,20.5
1433899407408,48.245757167,16.430678667,177,16.3,13.5,,28.5,1005.99,,,,,30,59,81,48,20.5
1433899407616,48.245759167,16.430683333,176.1,18.825,37.527,,28.5,1006.11,,,,,30,59,81,48,49.68
1433899407823,48.245759167,16.430683333,176.1,14.8,12.6,,28.5,1006.09,,,,,30,59,81,48,19.3
1433899408032,48.245759167,16.430683333,176.1,14.8,12.6,,28.5,1006.05,,,,,30,59,81,48,19.3
1433899408239,48.245759167,16.430683333,176.1,14.8,12.6,,28.6,1006.06,,,,,30,59,81,48,19.3
1433899408445,48.245759167,16.430683333,176.1,14.8,12.6,,28.6,1006.06,,,,,30,59,82,48,19.3
1433899408655,48.245761833,16.430686,175.6,18.825,37.527,,28.6,1006.09,,,,,30,59,82,48,49.68
1433899408865,48.245761833,16.430686,175.6,13.8,11.9,,28.6,1006.12,,,,,30,59,82,48,18.4
1433899409071,48.245761833,16.430686,175.6,13.8,11.9,,28.6,1006.09,,,,,30,60,82,48,18.4
1433899409279,48.245761833,16.430686,175.6,13.8,11.9,,28.5,1006.05,,,,,30,59,82,48,18.4
1433899409487,48.245761833,16.430686,175.6,13.8,11.9,,28.6,1006.1,,,,,30,59,82,48,18.4
1433899409694,48.245762,16.430687667,174.9,12.9,11.2,,28.5,1006.11,,,,,30,60,82,48,17.6
1433899409900,48.245762,16.430687667,174.9,12.9,11.2,,28.5,1006.07,,,,,30,59,82,48,17.6
1433899410108,48.245762,16.430687667,174.9,12.9,11.2,,28.5,1006,,,,,30,59,82,48,17.6
1433899410316,48.245762,16.430687667,174.9,12.9,11.2,,28.5,1006.08,,,,,30,59,82,48,17.6
1433899410523,48.245762,16.430687667,174.9,12.9,11.2,,28.5,1006.1,,,,,30,59,82,48,17.6
1433899410730,48.245761667,16.430689,174.5,12.2,10.7,,28.5,1006.09,,,,,30,59,82,48,17
1433899410937,48.245761667,16.430689,174.5,12.2,10.7,,28.5,1006.05,,,,,30,59,82,48,17
1433899411146,48.245761667,16.430689,174.5,12.2,10.7,,28.5,1006.11,,,,,30,60,82,48,17
1433899411356,48.245761667,16.430689,174.5,12.2,10.7,,28.5,1006.07,,,,,30,59,82,48,17
1433899411563,48.245761667,16.430689,174.5,12.2,10.7,,28.5,1006.07,,,,,30,59,82,48,17
1433899411772,48.245762667,16.430686667,174.1,11.6,10.2,,28.5,1006.11,,,,,30,59,82,48,16.4
1433899411978,48.245762667,16.430686667,174.1,11.6,10.2,,28.6,1006.05,,,,,30,58,82,48,16.4
1433899412185,48.245762667,16.430686667,174.1,11.6,10.2,,27.8,1006.21,,,,,30,58,82,48,16.4
1433899412393,48.245762667,16.430686667,174.1,11.6,10.2,,27.6,1004.11,,,,,30,58,82,48,16.4
1433899412601,48.245765833,16.430693167,173.9,18.825,37.527,,28.6,1003.06,,,,,30,58,82,48,49.68
1433899412807,48.245765833,16.430693167,173.9,11.3,9.9,,28.7,1006.05,,,,,30,58,82,48,16
1433899413015,48.245765833,16.430693167,173.9,11.3,9.9,,28.7,1006.09,,,,,30,58,82,48,16
1433899413222,48.245765833,16.430693167,173.9,11.3,9.9,,28.7,1006.2,,,,,30,58,82,48,16
1433899413431,48.245765833,16.430693167,173.9,11.3,9.9,,28.7,1006.21,,,,,30,59,82,48,16
1433899413637,48.245762167,16.430687667,172.9,18.825,37.527,,28.7,1006.19,,,,,30,59,82,47,49.68
1433899413845,48.245762167,16.430687667,172.9,11,9.7,,28.6,1006.15,,,,,30,59,82,48,15
1433899414053,48.245762167,16.430687667,172.9,11,9.7,,28.6,1006.11,,,,,30,59,82,48,15
1433899414262,48.245762167,16.430687667,172.9,11,9.7,,28.6,1006.11,,,,,30,59,82,47,15
1433899414473,48.245762167,16.430687667,172.9,11,9.7,,28.6,1006.08,,,,,30,59,82,47,15
1433899414682,48.245758167,16.430704333,170.8,10.7,9.3,,28.6,1006.18,,,,,30,59,82,47,14.4
1433899414890,48.245758167,16.430704333,170.8,10.7,9.3,,28.6,1006.15,,,,,30,59,82,47,14.4
1433899415099,48.245758167,16.430704333,170.8,10.7,9.3,,28.5,1006.13,,,,,30,58,82,48,14.4
1433899415306,48.245758167,16.430704333,170.8,10.7,9.3,,28.5,1006.02,,,,,30,58,82,47,14.4
1433899415514,48.245758167,16.430704333,170.8,10.7,9.3,,28.6,1006.07,,,,,30,58,82,48,14.4
1433899415724,48.245754,16.430707667,171,10.4,9.3,,28.6,1006.06,,,,,30,58,82,47,14
1433899415932,48.245754,16.430707667,171,10.4,9.3,,28.6,1006.15,,,,,30,58,82,47,14
1433899416139,48.245754,16.430707667,171,10.4,9.3,,28.6,1006.15,,,,,29,58,82,47,14
1433899416345,48.245754,16.430707667,171,10.4,9.3,,28.6,1006.07,,,,,30,58,82,47,14
1433899416554,48.245754,16.430707667,171,10.4,9.3,,28.6,1006.12,,,,,29,58,82,47,14
1433899416765,48.245755833,16.4307125,171,10,9.3,,28.6,1006,,,,,29,58,81,47,13.2
1433899416974,48.245755833,16.4307125,171,10,9.3,,28.6,1006,,,,,29,58,82,47,13.2
1433899417182,48.245755833,16.4307125,171,10,9.3,,28.6,1006.09,,,,,29,58,82,47,13.2
1433899417389,48.245755833,16.4307125,171,10,9.3,,28.7,1006.11,,,,,29,58,81,47,13.2
1433899417596,48.245756667,16.430724667,169.4,18.825,37.527,,28.7,1006.03,,,,,29,58,82,47,47.38
1433899417806,48.245756667,16.430724667,169.4,9.6,9.2,,28.7,1006.07,,,,,29,57,81,47,12.8
1433899418017,48.245756667,16.430724667,169.4,9.6,9.2,,28.7,1006.06,,,,,29,57,81,47,12.8
